31999,858757485833986050,Morreu o moço latino americano :(,0
32000,858793054467219460,"Tt de cait,não confio :(",0
32001,858793044396650496,Acabei de arrumar a casa agora :(,0
32002,858793041280327682,"triste demais pela lindsay, mulher nenhuma merece ser agredida :(",0
32003,858793126026256389,ah meu bebê :( https://t.co/84dzkCzVsK,0
32004,858793112503820289,Nada que me agrade en Cinépolis  :(,0
32005,858793089787449345,O pesadelo já cozinha hoje está demasiado emocional vou chorar a senhora é tão genuína e simpática :(,0
32006,858793232028905472,"@feelskarla @xpombos Caralho, sério? Me desculpa :(",0
32007,858793228786597888,quero colocar piercing também :(,0
32008,858793224735010818,"eu só quero assistir um vídeo no youtube :( 

pros deuses da internet é pedir muito",0
32009,858793192032022529,Eu acho q to em crise :(,0
32010,858793298550501376,ah tomara que meu celu volte a vida :(,0
32011,858793296570851329,"@_cassiagalvao tu tava dormindo bb
mas tentei deixar tua cama arrumadinha
hey vem faze chima p mim entau HUGDYUD
to sofrenu aqui :(",0
32012,858793290711347201,"BOY, EU AINDA TO SEM ACREDITAR NA MORTE DE BELCHIOR :(",0
32013,858793276463251457,No me da para nada :( https://t.co/qJhCUEhvM3,0
32014,858793369694240768,@DJMinerinhoOFC ta foda amor :(,0
32015,858793360626200576,Não tem morango :(,0
32016,858793355676876801,"@priganiko Mano, é longe demais socorro :(",0
32017,858793492528713732,essa parte :( https://t.co/N8WXaBFd3O,0
32018,858793492063158272,"@NFL_Cantadas Ou não, a paellera não tem :(",0
32019,858793485750718464,Chatiadíssimo que não vou conseguir ver #TheLeftovers ao vivo hoje. :(,0
32020,858793483984916480,@heir1994 A CARA QUE ELE FEZ ANTES DE SAIR FOI EXATAMENTE ESSA :(,0
32021,858793477647327232,@_PedroHooligan @britneyspears Pois é :( eu achava o rosto dela maravilho,0
32022,858793464900833282,"@XandAviao Partilhamos da mesma tristeza, Xand. :(",0
32023,858793567313162244,@jongiout ele foi operado? não sabia. :( e o jaemin já está recuperado?,0
32024,858793520215339010,Não me respondes ao snap :( — se e quem eu estou a pensar já vou lá responder ehe... https://t.co/N8VnpYh9sH,0
32025,858793516750778370,@MarcosMp816 Não to com ele agr kkkkkkkkk :(,0
32026,858793660535762948,"enquanto uns sonham, essa é a minha realidade :( https://t.co/9tfqxdTSMq",0
32027,858793642416275461,"@diegostrobelt Ah :(
O que cê quer fazer, bb?",0
32028,858793632081510401,é normal ter uma namorada que me bata ao ponto de sangrar e desmaiar? :(,0
32029,858793727778852865,@sweetiedinahj Tudo bem eu to acostumada :(,0
32030,858793716278067202,o sorriso e o sotaque aaaa :(  #ZFNaHoraDoFaro,0
32031,858793831759843330,ofereçam- me :( https://t.co/2J1Baueduu,0
32032,858793824277200897,@canuick aí me perdoa mas eu amava ele :(,0
32033,858793823425769472,@protectcoci @deslizanobilau @undercanalha01 ai eu amo tanto vcs que chega a doer. :( vamo logo se ver pfvrrrrrr,0
32034,858793823324995585,@porrafefa @goticassi Festa do DI migas!! Mas infelizmente acho que não tem ingresso na hora :(,0
32035,858793821336879105,dicas p não passar raiva sempre que vou arrumar o cabelo :(,0
32036,858793913267752962,@borges_kelli 9 reais :(,0
32037,858793906556858368,@Laari_rr Sdds mil dá escola :( tá fazendo o que de bom dá vida querida!?,0
32038,858793895563538432,Queria algm que trocasse ADM ou RT cmg :(,0
32039,858793891881000961,@JiminnieWings Sou pobre :(,0
32040,858793891235016705,Hora da Red Canids (RED) X(DW) Dire Wolves e nada do @StoneDYooDa :( que continua esquentando o banco! #MSI2017,0
32041,858793883546906625,uma semana depois a gnt ficou :( https://t.co/p7Lx3IGxWo,0
32042,858794013456908288,@cysfu porque nao? :(,0
32043,858794002837114880,Aquele momento que você se apaixona pela sua versão doll mas lembra que é só um desenho :(,0
32044,858793987829837824,só pitas é q me dão stalk enfim :( jk,0
32045,858794091311661056,@lorena_dias10 Nunca gosto das make dele :(,0
32046,858794034973859844,Vi uns tweets tão pesados agr que me deixaram mal :(,0
32047,858794176070254592,status: participando de um sorteio do álbum da taeyeon porém perdendo as esperanças :(,0
32048,858794168683986949,"gente, vocês me prometem que algum dia isso de signo vai parar? :(",0
32049,858794164678426626,A Débora deu me unf :(,0
32050,858794151072149504,@kindszayn Não desiste de mim :(,0
32051,858794146571702272,"Mds, não aguento mais usar essa liga no aparelho! :(",0
32052,858794273340313601,todo mundo indo pro role :( e eu vou dormir q amanhã vou trampa :/,0
32053,858794260534919169,@lorevinagrete amanhã n têm aula :(,0
32054,858794256789622784,queria :( https://t.co/ApFTyP8jAG,0
32055,858794244127043584,Anna foi embora :(,0
32056,858794320622739456,o meu amor :( https://t.co/8xMEdiV1ur,0
32057,858794288259497984,@falecomtony qm ta devendo sou eu n fui na sua despedida desculpa ::::::(,0
32058,858794281175265281,quero minha mãe :(,0
32059,858794440814710784,só queria um chocolate :( é pedir demais?,0
32060,858794427892027397,"Scrr, ainda bem ❤, pq falaram q o Tom não iria aparecer em Infinity War :( https://t.co/3KRjJ6D3VI",0
32061,858794420229087236,queria tanto que o justin fosse no met gala :-(,0
32062,858794418765262849,aquele triste momento que tu tem um amigo tricolor :( https://t.co/MF4yHk0Cix,0
32063,858794408048766981,"queria te namorar e te fazer feliz :( — q amor, me chama pra gente bater um papo, já vou lo... https://t.co/6aPnWoD57Q",0
32064,858794401946009601,necesito mas amigas :(,0
32065,858794390055157760,eu queria tanto o Berrío quarta :(,0
32066,858794495722344452,minha garganta tá doendo mt :(,0
